68, 202, 506, 517
132, 207, 507, 550
143, 211, 508, 555
199, 214, 508, 558
214, 215, 509, 557
230, 216, 509, 558
300, 217, 509, 558
315, 218, 509, 558
332, 218, 509, 558
401, 218, 509, 557
412, 218, 509, 557
428, 218, 509, 557
440, 218, 509, 557
494, 218, 509, 556
516, 218, 508, 556
531, 217, 509, 556
585, 217, 515, 554
602, 217, 520, 554
618, 216, 524, 554
688, 214, 538, 545
699, 213, 548, 546
722, 212, 555, 544
739, 212, 561, 543
801, 211, 565, 541
812, 210, 568, 541
826, 210, 570, 541
885, 210, 572, 541
954, 154, 550, 91
1031, 163, 553, 453
1050, 171, 556, 474
1062, 177, 557, 473
1187, 366, 675, 995
1254, 271, 618, -44
1266, 224, 591, 58
1278, 196, 574, 46
1293, 179, 563, 34
1410, 323, 645, 440
1482, 274, 589, -480
1495, 250, 563, -368
1506, 235, 548, -371
1518, 225, 538, -373
1531, 219, 531, -373
1649, 305, 587, -116
1739, 291, 548, -765
1757, 285, 534, -633
1771, 281, 526, -628
1786, 277, 520, -622
1901, 338, 558, -508
1980, 341, 538, -852
1991, 343, 529, -805
2001, 343, 523, -804
2014, 343, 520, -801
2030, 342, 517, -797
2091, 337, 516, -775
2108, 334, 515, -768
2120, 331, 514, -763
2133, 328, 514, -758
2210, 323, 514, -726
2223, 319, 514, -722
2236, 316, 515, -717
2253, 314, 515, -712
2333, 309, 515, -689
2346, 306, 515, -686
2361, 304, 515, -682
2378, 303, 516, -678
2442, 300, 516, -666
2453, 298, 516, -664
2475, 297, 516, -660
2546, 295, 516, -651
2559, 293, 516, -649
2578, 292, 517, -647
2644, 291, 517, -641
2656, 290, 517, -640
2670, 289, 517, -639
2689, 289, 517, -637
2751, 288, 517, -633
2762, 287, 517, -632
2779, 287, 517, -631
2899, 199, 426, -1499
2964, 168, 462, -217
2976, 146, 478, -284
2994, 133, 487, -296
3005, 125, 493, -304
3067, 150, 509, -242
3078, 155, 504, -440
3095, 161, 502, -450
3174, 178, 504, -468
3189, 188, 503, -508
3209, 194, 502, -517
3317, 336, 547, 95
3371, 327, 533, -650
3384, 321, 526, -629
3406, 318, 521, -634
3463, 313, 517, -647
3474, 311, 515, -641
3536, 322, 518, -587
3596, 335, 519, -649
3612, 344, 519, -661
3623, 350, 520, -662
3684, 356, 521, -664
3709, 363, 522, -659
3722, 369, 523, -661
3783, 386, 526, -638
3795, 397, 528, -654
3809, 405, 529, -653
3822, 411, 531, -652
3885, 418, 532, -649
3897, 423, 533, -648
3914, 425, 533, -647
3972, 427, 534, -641
3989, 427, 534, -638
4005, 427, 535, -635
4072, 424, 535, -626
4086, 423, 535, -623
4100, 421, 535, -621
4119, 420, 535, -618
4181, 417, 535, -611
4191, 416, 535, -609
4213, 414, 535, -607
4284, 412, 535, -600
4299, 411, 535, -599
4313, 409, 535, -598
4331, 409, 535, -596
4409, 407, 535, -591
4420, 406, 535, -591
4436, 405, 535, -590
4455, 405, 535, -589
4531, 353, 511, -1022
4551, 326, 508, -695
4568, 306, 505, -692
4637, 282, 502, -672
4655, 267, 500, -670
4668, 257, 498, -667
4685, 251, 498, -663
4763, 267, 500, -480
4776, 267, 500, -656
4790, 268, 500, -656
4802, 270, 500, -656
4874, 275, 499, -673
4889, 278, 499, -673
4900, 281, 499, -675
4914, 282, 499, -678
4971, 293, 497, -615
5030, 305, 495, -650
5042, 312, 494, -665
5059, 318, 493, -665
5120, 323, 492, -667
5133, 327, 491, -666
5219, 354, 475, -423
5305, 359, 473, -613
5318, 362, 472, -607
5329, 364, 471, -607
5345, 365, 471, -607
5360, 366, 471, -607
5430, 374, 465, -533
5443, 376, 464, -583
5457, 378, 462, -579
5522, 381, 460, -564
5535, 384, 458, -565
5547, 385, 457, -564
5566, 386, 456, -563
